product_id,product_name,category,list_price,qty_available
7931,Nintendo Switch + Super Mario Odyssey + Joy Con Rouge,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7932,Nintendo Switch + Pokemon Let's Go Pikachu,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7933,Nintendo Switch + Pokemon Let's Go Evoli,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7934,Nintendo Switch + Super Smash Bros Ultimate,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7935,Nintendo Switch + paire de Joy-Con gris new,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7936,Nintendo Switch + paire de Joy-Con néon,All / MARCHANDISES / GAMING / Gaming Consoles,2150000.0,0.0
7937,Nintendo Switch Lite Grise,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7938,Nintendo Switch Lite Jaune,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7939,Nintendo Switch Lite Turquoise,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,3.0
7940,Console Nintendo Switch Lite Edition Zacian & Zamazenta,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7941,Console Nintendo Switch + paire de Joy-Con néon + Mario Kart 8 Deluxe,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7942,Nintendo Switch Animal Crossing Edition Limitée,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7943,Nintendo Switch Lite Corail,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7944,Console Nintendo Switch Edition Limitée Fortnite + Paire de Joy-Con Bleu et Jaune,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7945,Nintendo Switch Lite Bleue,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7946,Nintendo Switch OLED + Joy-cons Blanches,All / MARCHANDISES / GAMING / Gaming Consoles,2490000.0,5.0
7947,Nintendo Switch OLED + Joy-cons Rouge et Bleu,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,5.0
7948,Console Nintendo Switch Modèle OLED Edition Pokémon Ecarlate & Pokémon Violet,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7949,Console Nintendo Switch + paire de Joy-Con Rouge et Bleu Néon ,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,8.0
7950,Console Nintendo Switch OLED Edition Mario Rouge ,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,0.0
7951,Console Nintendo Switch + Nintendo Switch Sports,All / MARCHANDISES / GAMING / Gaming Consoles,2490000.0,0.0
7952,Nintendo Switch Lite Edition Meli & Melo Hawai + Animal Crossing New Horizons,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7953,Console Nintendo Switch Lite Edition Hyrule,All / MARCHANDISES / GAMING / Gaming Consoles,1600000.0,2.0
7954,Console Nintendo Switch OLED modèle blanche + Jeu Super Mario Bros Wonder,All / MARCHANDISES / GAMING / Gaming Consoles,2460000.0,1.0
7955,Fire Emblem Fates Heritage 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7956,La Nouvelle Maison Du Style 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7957,Kirby Planet Robobot 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7958,Monster Hunter Generations 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7959,Pokemon Soleil 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7960,Pokemon Lune 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7961,Dragon Quest VII : La Quête des Vestiges du Monde 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7962,Mario Party Star Rush 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7963,Disney Magical World 2 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7964,Super Mario Maker 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7965,Dragon Quest VIII : L'Odysée Du Roi Maudit 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7966,Poochy & Yoshi's Woolly World 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7967,Yo-Kai Watch 2 Fantomes Bouffis 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7968,Hey Pikmin Nintendo 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7969,Miitopia 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7970,Pokemon Ultra Soleil 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7971,Pokemon Ultra Lune 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7972,Mario & Luigi Superstar Saga 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7973,Luigi's Mansion 2 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7974,Kirby Battle Royale 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7975,Detective Pikachu 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7976,Sushi Striker The Way of Sushido Nintendo 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7977,Mario & Luigi Voyage Au Centre de Bowser 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7978,Bayonetta 3 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7979,Fire Emblem Engage Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
7980,Kirby’s Return to Dream Land Edition Deluxe Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7981,The Legend of Zelda : Tears Of The Kingdom Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,4.0
7982,Minecraft Legends Deluxe Edition Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7983,Pikmin 4 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7984,Everybody 1-2 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7985,Red Dead Redemption Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
7986,Le Retour De Detective Pikachu Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7987,Pikmin 1+2 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7988,Super Mario Bros Wonder Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7989,Super Mario Bros Wonder Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7990,Warioware Move it Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7991,Super Mario Rpg Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
7992,Nintendo 2DS Blanc et Rouge + Super Mario Bros 2,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,0.0
7993,Nintendo 2DS Blanc et Rose + Tomodachi Life,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,0.0
7994,Nintendo 2DS Noir et Bleu + Super Mario Bros 2,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,0.0
7995,Nintendo 2DS XL New Noir + Turquoise,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7996,Nintendo 2DS XL New Blanc + Orange,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7997,Nintendo 2DS Blanc et Lavande + Tomodachi Life,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7998,Nintendo 2DS XL New + Animal Crossing,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7999,Bloc d'alimentation pour Nintendo New 3DS,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
8000,Splatoon 3 Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8001,Pokémon Ecarlate Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8002,Pokémon Violet Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8003,Fashion Dreamer Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
8004,Mario vs Donkey Kong Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8005,Princess Peach Showtime Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
8006,Paper Mario La Porte millénaire Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8007,The Legend of Zelda Echoes of Wisdom Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,5.0
8008,Mario & Luigi L'épopée fraternelle Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8009,Super Mario Party Jamboree Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,22.0
8010,The Legend of Zelda Ocarina of Time 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8011,Mario Kart 7 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8012,New Super Mario Bros 2 Nintendo 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8013,L'infernal programme d'entrainement cerebral 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8014,Pokemon Y 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8015,Super Smash Bros 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8016,The Legend of Zelda Majora's Mask 3D 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8017,Nintendogs Cats Golden Retriever 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8018,Yoshi's New Island 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8019,Mario Party Island Tour 3DS VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8020,The Legend of Zelda A Link Between Worlds 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8021,Mario Tennis Open 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8022,La Nouvelle Maison du Style 2 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8023,Pokemon Alpha Sapphire + Pokeball + Poster 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8024,Pokemon Mega Donjon Mystère 3DS,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
8025,"Housse Mobilis Executive 2 Cover Tab 10.1""",All / MARCHANDISES / TABLETTE ET TELEPHONIE / Etuis et Protections,0.0,0.0
8026,Casque filaire Spider-Man pour Enfant,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
8027,Transformateur de Voix Minion MP3,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,0.0
8028,Star Wars Faucon Millenium Bluetooth,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
8029,Enceinte Bluetooth Captain America,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,0.0
8030,Iron Man Bluetooth,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
8031,Star Wars Dark Vador Bluetooth,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
8032,Fauteuil gaming X Rocker Playstation Amarok,All / MARCHANDISES / GAMING / Volant et Playseat,1.0,0.0
8033,Garmin Vivomove Sport Noir,All / MARCHANDISES / OBJETS CONNECTES / Montres Connectees,0.0,0.0
8034,Garmin Vivoactive HR Noir,All / MARCHANDISES / OBJETS CONNECTES / Montres Connectees,0.0,0.0
8035,Garmin Forerunner 35,All / MARCHANDISES / OBJETS CONNECTES / Montres Connectees,0.0,0.0
8036,Garmin GPS eTrex 32x,All / MARCHANDISES / OBJETS CONNECTES / Montres Connectees,1.0,0.0
8037,Adaptateur Ethernet Satellite Internet Starlink V2 pour parabole rectangulaire,All / MARCHANDISES / INFORMATIQUE / RESEAU,1.0,5.0
8038,Powerbox Qualite 4 USB 50000 mAh Noir,All / MARCHANDISES / TABLETTE ET TELEPHONIE / Powerbank,0.0,0.0
8039,Apple AirPods 2 Blanc,All / MARCHANDISES / SON HIFI / Ecouteurs,0.0,0.0
8040,Apple AirPods 3 Blanc,All / MARCHANDISES / SON HIFI / Ecouteurs,1.0,0.0
8041,Manette Xbox sans fil Dream Vapor,All / MARCHANDISES / GAMING / Manette,1.0,0.0
8042,Console Microsoft Xbox Series S Noir,All / MARCHANDISES / GAMING / Gaming Consoles,2690000.0,0.0
8043,Manette sans fil Xbox Sky Cipher Edition Spéciale Bleu,All / MARCHANDISES / GAMING / Manette,1.0,1.0
8044,Call Of Duty Black Ops 6 Xbox,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
8045,Call Of Duty Black Ops 6 PS4,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8046,Call Of Duty Black Ops 6 PS5,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
8047,Batterie pour Lenovo Thinkpad T470,All / MARCHANDISES / INFORMATIQUE / Batterie et Alimentation,1.0,0.0
8048,Chargeur Lenovo 20 V 3.25 A 65 W,All / MARCHANDISES / INFORMATIQUE / Connectique Ordis,1.0,0.0
